"","merged.pos","D75046-","D75054-","D75064-","D75066-","D75077-","D75079-","D75150-","D75173-","D75201-","D75211-","D75224-","D75239-","D75240-","D75251-","D75290-","D75292-","D75315-","D75327-","D75338-","D75366-","D75383R","mean"
"3689",3689,0.00520697734964853,0.0063514467184192,0.00548800172172603,0.00506453193922562,0.00475247524752475,0.00394321766561514,0.00556930693069307,0.00501882057716437,0.00419916016796641,0.00221631205673759,0.00565681961030798,0.00266362252663623,0.00199291408325952,0.00414507772020725,0.00486740516951997,0.00485518165076176,0.00501148465232825,0.00512382578992314,0.00574712643678161,0.0044634886627388,0.00351053159478435,0.00456417753676046
"3690",3690,0.0013014055179594,0.000699790062981106,0.00339414509970301,0.00178571428571429,0.0604288499025341,0.0184133202742409,0.000604960677555959,0.000415454923140839,0.00231461637376768,NA,0.000314861460957179,0.00115429011158138,0.00111706881143878,0.00464316423043852,0.000922277186216148,0.00184347243170773,0.00145077720207254,0.00194221898519058,0.000381533765738268,0.000360230547550432,0.00252780586450961,0.00530079788574992
"3691",3691,0.00234864300626305,0.00372179576645732,0.00190779014308426,0.0027579493835172,0.000388349514563107,0.00196425063838146,0,0.0029045643153527,0.00180972078593588,0.00158263621976034,0.0133418043202033,0.00231436837029894,0.00201522615315719,0.00120171673819742,0.000675333445888908,0.00151693915388505,0.00103842159916926,0.00219485428606268,0.0022927015666794,0.00234023402340234,0.00251130085384229,0.00242040953733819
"3692",3692,0.0051413881748072,0.00388127853881279,0.00497617787188989,0.00590771195912502,0.00541795665634675,0.0092485549132948,0.00545785324439054,0.00486026731470231,0.00387663680220538,0.00405131667792032,0.00409191060749134,0.00379939209726444,0.00369645575125027,0.00570948782535684,0.00531780197518359,0.00421798549012991,0.00436499688214508,0.00519323671497585,0.00222882615156018,0.00388555280819498,0.00394866732477789,0.00472730741818216
"3693",3693,0.00359804677460807,0.00476730987514188,0.00522957849597322,0.00857278933163994,0.00114942528735632,0.00670112961899292,NA,0.0200803212851406,0.0061064763051518,0.00381679389312977,0.00188028831087433,NA,NA,0.00418060200668896,0.00831164469817815,0.00201918223119637,0.00739523418241578,0.00335852225020991,0.00441663599558336,0.15284837861525,NA,0.0143783740680901
"3694",3694,0.00128567755206994,0.00249716231555051,0.00198081734778982,0.00269370939629219,0.00152905198776758,0.00248756218905473,0.00238379022646007,0.00120192307692308,0.00215313065196796,0.000898674455178612,0.0006265664160401,0.000948406676783005,0,0.00267424369045629,0.00276567214213879,0.00235412813183118,0.00616903146206046,0.00263630916716597,0.0036697247706422,0.00122570478024864,0.00490918016691213,0.0022424031715873
"3695",3695,0.00336874838040943,0.00455373406193078,0.00480618535158291,0.00430141787478095,0.00689919509390571,0.00480492023832404,0.00298151460942159,0.00681909346169274,0.00372262141805904,0.00451161741484322,0.00377595972309629,0.00456273764258555,0.00240647560708816,0.00487313056629138,0.00405885337392187,0.00353178607467205,0.00350443207586065,0.00409293367039846,0.00260029717682021,0.00351493848857645,0.00245579567779961,0.00410220895152672
"3696",3696,0.162155194637793,0.0536036036036036,0.00296766270978305,0.00267674381987089,NA,0.00247760625119116,NA,0.00237435694499406,0.00561070349589987,0.00112841345068833,0.00125509883903357,0.00436184335293002,0.00348887919755778,0.00300651411391348,0.00193017791205102,0.0278105511545592,0.00347932869422841,0.0029655990510083,0.0036563071297989,0.00328322101261448,NA,0.0160128780761955
"3697",3697,0.0036036036036036,0.002710027100271,0.00264954651992255,0.00173173803526448,0.00113036925395629,0.00248565965583174,0.00118694362017804,0.00473559589581689,0.0013836042891733,0.00203942895989123,0.000942803268384664,0.00285333840593494,0.00109265734265734,0.00217354957364989,0.00168406871000337,0.00168378514901499,0.00163867267513314,0.00165837479270315,0.00183150183150183,0.00120898100172712,0.00292682926829268,0.00206433709299582
"3698",3698,0.00234009360374415,0.00113352981183405,0.00234239739280986,0.00236630383341221,0.00263653483992467,0.0061373225930188,0.0017825311942959,0.00157915515199368,0.00182086187462065,0.00181529385069208,0.00157084511467169,0.00250192455735181,0.000664010624169987,0.00267737617135207,0.00361983331930297,0.00235690235690236,0.00122774708410068,0.00285374554102259,0.00110253583241455,0.00172890733056708,0.00197921820880752,0.00220176525176235
"3699",3699,0.00725576574242032,0.00765248705829395,0.00651399491094148,0.00439491445612934,0.00601956358164033,0.00266920877025739,0.00118273211117682,0.0031434184675835,NA,0.00295186194368756,0.00125628140703518,0.00192826841496336,0.00177147918511957,0.00364781959873984,0.00815811606391926,0.00370432732783297,0.00532677729973366,0.157919734029922,NA,0.00564971751412429,0.00296882731321128,0.0123218576419333
"3700",3700,0.00312093628088427,0.00381679389312977,0.00324642386121538,0.0045475929120276,0.00602636534839925,0.00476826244516498,0.00295683027794205,0.00391696043869957,0.00295138888888889,0.00454648783814503,0.00631113916061849,0.0046242774566474,0.00421005982716596,0.00314934526769435,0.00329141699721495,0.00421585160202361,0.0045137464095199,0.00344827586206897,0.00441501103752759,0.00375490698071343,0.00149700598802395,0.00396805137017692
"3701",3701,0.00104493207941484,0.00247079964061096,0.00192971765183831,0.00298601288700299,0.00151114469210427,0.00229489386115892,0.000592417061611374,0.001953125,0.00226658530206608,0.00159890360895386,0.000633111744222855,0.00193199381761978,0.000888296691094826,0.00216018610834164,0.00151591712986357,0.0020273694880892,0.00308515014397367,0.0015492789893934,0.00333951762523191,0.00169290672083968,0.00351582119537921,0.00195181340184816
"3702",3702,0.00156535350900078,0.00382194244604317,0.00244623381918255,0.00283553875236295,0.00190912562046583,0.00268662444828248,0.00177619893428064,0.00078064012490242,0.00104858441104509,0.00137236962488564,0.00159286396941701,0.00155189136760427,0.000670540902995083,0.0016627868307283,0.0023592854735423,0.000846740050804403,0.00123915737298637,0.00226946966077401,0.00334821428571429,0.00187043019894576,0.00451807228915663,0.00200819352824381
"3703",3703,0.00390015600624025,0.00200982581509603,0.00286093797895167,0.00473709142586452,0.00229709035222052,0.00344629523262493,0.00484848484848485,0.00351150994927819,0.00287983244611223,0.00274788184108083,0.00444585582724675,0.00155128950940469,0.00224315836698071,0.00233294450924846,0.00319919178312847,0.0023728813559322,0.00226897689768977,0.00220642314292719,0.00296846011131725,0.00188549880013713,0.00300902708124373,0.00293918158481954
"3704",3704,NA,NA,0.00479591836734694,0.00395757479816369,0.00420007636502482,0.00421213861765269,0.00363636363636364,0.0074131876706984,0.00428733922477907,0.00505050505050505,0.00478316326530612,0.00506131983648044,0.00360198108959928,0.00233411137045682,NA,0.00526762956669499,0.00331537505180274,0.0033198081888602,0.00223964165733483,0.0042903724043247,NA,0.00422155918596438
"3705",3705,0.00413116447198554,NA,NA,0.0061014771997431,NA,NA,0.0012187690432663,NA,0.00687285223367698,0.00279004882585445,0.00161082474226804,0.00178997613365155,0.00693000693000693,0.00352408122168149,NA,0.0517211555094274,0.00519426553085394,NA,0.00265453166477057,NA,0.024217961654894,0.00913516270477541
"3706",3706,0.00626959247648903,0.00150862068965517,0.00122574055158325,0.00224574911774142,0.000386847195357834,0.000755144421370587,0.00244200244200244,0.00195236235845373,0.00158116654954322,0.00186176402141029,0.00190294957183635,0.00122574055158325,0.00144092219020173,0.0031997305490064,0.00225424684002898,0.00202942668696093,0.00326797385620915,0.0013598714303375,0.00264750378214826,0.000861920358558869,0.00356415478615071,0.00209444906793472
"3707",3707,0.00662954123574649,0.00281202682240969,0.00248885201700716,0.00407431551499348,0.0027461749705767,0.00226543326411176,0.00432365657813465,0.00209467951403435,0.0015826958586125,0.00232883092687471,0.0117162761241292,0.00158946412352407,0.00196656833824975,0.00288526816021724,0.00305736583795961,0.0023680649526387,0.00634076498261403,0.00135098621994056,0.00192455735180908,0.00194724730040715,0.0227743271221532,0.00425081415314972
"3708",3708,NA,0.00389526076606795,0.00478518672630812,0.00750285434676236,0.00669818754925138,0.00565930956423316,0.00185528756957328,0.00252631578947368,NA,NA,0.00381315538608198,NA,NA,0.00390691353830474,0.00355239786856128,NA,0.00327868852459016,0.00379249627522687,0.00427516517683638,0.00496894409937888,NA,0.00432215451290359
"3709",3709,0.00210360241914278,0.00284277279685108,0.00263296471827278,0.00179357573781184,0.00159680638722555,0.00172215843857635,0,0.00126475548060708,0.00106714095153402,0.00233863423760524,0.00161082474226804,0.00156284885018977,0.00144962551340904,0.00255188839741409,0.00170731707317073,0.000509770603228547,0.000621375310687655,0.00162910670648928,0.00118530225207428,0.00196393501160507,0.00253678335870117,0.00165196138032688
"3710",3710,0.00156168662155128,0.00171784410564741,0.00207490403568835,0.00306698950766747,0.000792079207920792,0.00207390648567119,NA,0.00125786163522013,0.00096601387547203,0.00256889304063522,0.00222929936305732,0.0015483300154833,0.00215827338129496,0.00254798709019874,0.00104779559925848,0.00151975683890578,0.0010285949393129,0.00148990925098199,0.00231570822076418,0.00265486725663717,0.00151057401812689,0.00180656372447478
"3711",3711,0.00208333333333333,0.00171086398631309,0.0055952751010258,0.00514552178806882,0.00356718192627824,0.002640513013957,NA,0.00419111483654652,0.00376928471248247,0.00233754090696587,0.00254858235106722,0.00154764536811851,0.000239808153477218,NA,0.00633927138501043,0.00151515151515152,0.00553846153846154,NA,0.00422914263744714,0.00494350282485876,0.00403022670025189,0.00344291233771196
"3712",3712,0.00261096605744125,0.00106678045658204,0.0017591059602649,0.000480846289469466,0.00714853057982526,0.00169843366672957,0,0.00167224080267559,0.0018359853121175,0.00305666588290618,0.00127388535031847,0.00111037086386853,0.0016859344894027,0.000509683995922528,0.00144346431435445,0.00100908173562059,0.00143472022955524,0.00392156862745098,0.000767165324127349,0.001230012300123,0.00050125313283208,0.00172460454150417
"3713",3713,0.00155763239875389,0.00190355329949239,0.00102711585866886,0.00127754710954966,0.00157977883096367,0.000938086303939962,0.00186799501867995,0.00124740124740125,0.00140264749715087,0.000709891150023663,0.00128081972462376,0.00133570792520036,0.00119875329657157,0.00135363790186125,0.00272588791790267,0.00168350168350168,0.00102564102564103,0.00206291903042806,0.00191497510532363,0.00153348100187425,0.000989609104403761,0.00145793249675982
"3714",3714,0.00208441896821261,0.00529212531752752,0.0332580578936563,NA,0.00395882818685669,0.00526118000751597,NA,NA,NA,NA,0.000964630225080386,NA,0.00531016171856143,0.00490693739424704,0.0099814859534734,0.0274111675126904,0.0312564686400331,NA,0.00880551301684533,NA,0.00938735177865613,0.0113752558933351
"3715",3715,0.0023961661341853,0.00255754475703325,0.00144657987187435,0.00176593353668326,0.00240384615384615,0.00189501610763691,0.00371747211895911,0.00208681135225376,0.00128490663011821,0.000721847930702599,0.0022508038585209,0.00184544405997693,0.000997755051134946,0.0027206257439211,0.00135468961670253,0.00050778605280975,0.00142711518858308,0.00232288037166086,0.00271423032183017,0.000683760683760684,0.00100050025012506,0.00181436741868185
"3716",3716,0.000813228517213337,0.0010752688172043,0.00155359917141378,0.00128,0.000805477245267821,0.00191570881226054,0.00187149095446039,0.00251046025104603,0.00214004451292587,0.00458052073288332,0.000639181847235539,0.00141776937618147,0.00153688524590164,0.00136752136752137,0.00166534496431404,0.00270956816257409,0.000814995925020375,0.00220407104887852,0.00117600940807526,0.00153741031773147,0.00301204819277108,0.00174412404147049
"3717",3717,0.000814774579033134,0.00258175559380379,0.00238341968911917,0.000799488327470419,0.00322450624748085,0.00135109052306505,0.00125391849529781,0.00250731299623903,0.00179902338730404,0.000242072137496974,0.00256081946222791,0.00335811945310626,0.00335570469798658,0.00940814231953472,0.00118981518204172,0.00372061559276171,0.0014288630332721,0.0023403978676375,0.000394166338194718,0.00256103807409937,0.00150678051230537,0.00232294402426087
"3718",3718,0.0016755096341804,0.00106769165065129,0.000826787928896238,0.000797321001435178,0.00241060666934512,0.00115696104897802,0.0012531328320802,0.000829875518672199,0.00119617224880383,0.00339393939393939,0.00192864030858245,0.0021505376344086,0.00103013134174607,0.00170299727520436,0.00190008708732484,0.00186125211505922,0.00122249388753056,0.00143154606975534,0.00235849056603774,0.00186820652173913,0.0004995004995005,0.00155056577304146
"3719",3719,0.00363027087405753,0.00149190110826939,0.00351312254598057,0.00222858962113976,0.00520833333333333,0.00385802469135802,0.00311526479750779,0.00577319587628866,0.00187777398429498,0.00362932494556013,0.00096370061034372,0.00284427589476179,0.00204029584289722,0.00238095238095238,0.00237604942182797,0.0016926201760325,0.00163132137030995,0.00234588817933012,0.00273330730183522,0.00203735144312394,0.00298953662182362,0.00277910004862041
"3720",3720,0.00571265352756355,0.00298826040554963,0.00704006625944715,0.00286305073962144,0.00360721442885772,0.0060855908912446,0.00435323383084577,0.00287947346770876,0.00504058094831269,0.00265893159294175,0.00289855072463768,0.00188501413760603,0.00229709035222052,0.00243055555555556,0.00388118811881188,0.00186503899626992,0.00183112919633774,0.00627533010851092,0.00468566966028895,0.00507786052809749,0.00452488687782805,0.00385149382610751
"3721",3721,0.00255681818181818,0.00318066157760814,0.00296402289452167,0.00249882867405903,0.00319106501794974,0.00411280846063455,0.00246457178065311,0.00194401244167963,0.00230552472034839,0.00337837837837838,0.00287907869481766,0.00261324041811847,0.00477267018337101,0.00379834254143646,0.00261199936678803,0.00288968213496515,0.00426829268292683,0.00304259634888438,0.0026840490797546,0.0033206043499917,0.00546719681908549,0.00318783070227574
"3722",3722,0.00254741013303142,0.00170248989146627,0.00151837230488916,0.00123323570217358,0.00198886237072395,0.00320834168838981,0.00671550671550672,0.000749063670411985,0.00230591852421214,0.0139691714836224,0.00128452151573539,0.00147897739277414,0.000745156482861401,0.00314520356456404,0.00198192484540986,0.00153217568947906,0.00163132137030995,0.00239263069745185,0.00304066894716838,0.001634521085322,0.00748876684972541,0.0029663924250109
"3723",3723,NA,NA,0.0216254274793804,0.00875038378876267,0.00873015873015873,NA,0.00428921568627451,0.0204841713221601,NA,NA,0.00869005471515932,0.00546103759714346,0.00789343857918106,NA,NA,0.019564477713508,NA,0.0155205348615091,NA,0.0165638194218902,NA,0.012506610899557
"3724",3724,0.00226564712546021,0.00528317836010144,0.00280476810577983,0.00381970970206264,0.00435988902100674,0.00518134715025907,0.0152439024390244,0.00481838398813936,0.00359281437125748,0.00410528857763825,0.00289855072463768,0.00353945450759942,0.00465686274509804,0.00275624461670973,0.00414375647461949,0.00408302143586254,0.0043094602914016,0.00250119104335398,0.00445765230312036,0.00419152023214574,0.00493583415597236,0.00447373701767859
"3725",3725,0.000568504832291074,0.00125733445096396,0.000995718410833416,0.000912686340127776,0.000791139240506329,0.000198294665873488,0.000607533414337789,0.000368731563421829,0.00144853442399455,0.000961076405574243,0.000643915003219575,0.000828328846552081,0.000974896417255667,0.000512645249487355,0.000792267469497702,0.00152697658635901,0.0012214983713355,0.000829875518672199,0.00296186597556461,0.0020829995193078,0.00245941957697983,0.00109258296581694
"3726",3726,NA,NA,0.0341694647442228,0.00678221552373775,0.00313356835095966,NA,NA,0.0248719824433065,0.00847816871555744,0.00597943075819182,0.000319081046585833,0.00123127436897189,0.00144822592324403,0.00544773578481444,0.0022883295194508,0.0283050847457627,0.0175935288169869,0.00494874513962531,0.00478821362799263,0.00761904761904762,0.0264576188143067,0.0108153950554568
"3727",3727,0.0106194690265487,NA,0.0206868849166499,NA,0.00732004880032534,NA,0.00245248313917842,0.00697247706422018,0.0148250301672125,0.0304757185332012,0.0218525766470972,NA,NA,0.00441276306856755,NA,0.0290800140994008,0.0179529508873298,0.00659947204223662,NA,NA,0.017017017017017,0.0146359158006912
"3728",3728,0.00371451313345715,0.0026650266502665,0.00364893412713655,0.0024147298520978,0.00445705024311183,0.000816193274567418,0.00120772946859903,0.00462633451957295,0.00436461306026523,0.00409638554216867,0.00501567398119122,0.00411353352529823,0.00482160077145612,0.00277596342259961,0.00369758476909763,0.0048928631685507,0.00397930760047752,0.00307328605200946,0.00150943396226415,0.00371927554980595,0.00293973542381186,0.00345475086180027
"3729",3729,0.00115273775216138,NA,NA,0.00105836105231327,0.00122950819672131,0.00159659393294305,0,0.0161705255420801,0.00382941688424717,0.00152129817444219,0.000327011118378025,0.000639795265515035,0.00101419878296146,0.0013752793536187,NA,0.00288444204074274,0.0118914067758582,0.149225589225589,0.00113722517058378,0.00113636363636364,0.00245459008345606,0.0110357968326653
"3730",3730,0.00299809212319433,0.00815328169588259,0.00447746975326284,0.0116016272412234,0.00246710526315789,NA,0.00486322188449848,0.00660180681028492,0.00626907531139157,0.00339311682016481,0.00432900432900433,0.00416233090530697,0.00542540073982737,0.00474158368895211,0.00382409177820268,0.00694091755544269,NA,0.00683863227354529,0.00565824217276499,0.00616682895163908,0.00395452298566485,0.00541401854123217
"3731",3731,0.0010866612333605,0.000203748981255094,0.00114090131203651,0.00195694716242661,0.00164948453608247,0.113456090651558,0.00060790273556231,0.00138264777048047,0.000823384108686702,0.000968757568418503,0.00184729064039409,0.000624609618988132,0.000246730816679003,0.00173720783322805,0.000764759865402264,0.00084717045069468,0.00169077587826414,0.00275350173590327,0.000376081233546446,0.00534932728156914,0.00295275590551181,0.00678413034857372
"3732",3732,0.00800220750551876,0.00469483568075117,0.00763067531476536,NA,NA,0.00526315789473684,0.00304136253041363,0.00521376433785193,0.00608502590247512,0.00580832526621491,0.0111111111111111,0.0129517443074995,0.00544150383378679,0.00431309904153355,0.0222645825390774,0.00457162207924145,0.00541752288436391,0.0696080788651118,NA,NA,NA,0.0113386636934033
"3733",3733,0.00163844893500819,0.00100806451612903,0.00131381381381381,0.00180614087898856,0.00124018189334436,0.00109965635738832,0,0.00309810671256454,0.00123162821249692,0.00169000482858522,0.00154130702836005,0.000206739714699194,0.001468788249694,0.00142766497461929,0.000834534557317351,0.0016914749661705,0.00111731843575419,0.00190181861404969,0.00149981252343457,0.00210696920583468,0.00393894633185623,0.00151721051190994
"3734",3734,0.00272479564032698,0.000807591358772461,0.00122249388753056,0.000602228244504667,0.00414421881475342,0.000825309491059147,0.00120481927710843,0.0010351966873706,0.000986760957158129,0.00145172997822405,0.00123992560446373,0.000416927246195539,0.000493705257960997,0.00174437044084998,0.0012948434762739,0.00152957171991842,0.00111815132314573,0.0017904034375746,0.00187055742611298,0.00226463927531543,0.00442913385826772,0.0015808273048994
"3735",3735,NA,NA,0.0104333114014475,0.00675067506750675,0.00740131578947368,0.00376647834274953,0.00240963855421687,0.0321243523316062,0.00591618734593262,0.010404064843939,0.00341508848183794,0.00333402792248385,0.00295930949445129,NA,0.0116811726981219,0.00714893617021277,0.0152700186219739,0.123100849383898,0.00778065950351982,0.00950080515297907,NA,0.0154939347709618
"3736",3736,0.00538793103448276,0.00300131307447008,0.00415896487985213,0.00494901019796041,0.00701320132013201,0.00421607378129117,0.00945067926757236,0.0101351351351351,0.00426334344510945,0.00581254541051102,0.00777363184079602,0.00331812525922854,0.00243072435585805,0.00393143576033968,0.00494484594903005,0.0059615057060126,0.00408542246982358,0.00469107551487414,0.00555761393108559,0.00435765009683667,0.00386660222329628,0.0052050871739856
"3737",3737,0.00188526797737678,0.00332840236686391,0.00351558886113424,0.00190839694656489,0.0016025641025641,0.00289169295478444,0.00358208955223881,0.0040499493756328,0.00230452674897119,0.000977278279990227,0.00375822110867523,0.00250783699059561,0.00245579567779961,0.00375586854460094,0.00237021178989219,0.00240922388573395,0.00297563697228938,0.00206374684705343,0.00388418079096045,0.00282707711638134,0.00372612948299953,0.00279903268443348
"3738",3738,0.00214995968825585,0.00326323422770123,0.00633143696091026,0.00263388937664618,0.00318091451292247,0.00807607138205028,0.00294290759270159,0.0256923590256924,0.00676226169138015,0.001454898157129,0.00279242941358982,0.00455675227837614,0.00218765192027224,0.00531998122359568,0.002640513013957,0.00306382978723404,0.00275178866263071,0.0986217803886127,0.0028030833917309,0.00265625,0.00511152416356877,0.00928540556471226
"3739",3739,0.00298345538378085,0.00526793823796549,0.0046279155868197,0.00559646539027982,0.00524405002016942,0.00470649758138319,0.00118976799524093,0.00301507537688442,0.00375448906301012,0.00366121552355382,0.00593935604876524,0.00775843992451248,0.00443786982248521,0.00377002827521206,0.0048429814604616,0.00290747391824867,0.00330699981627779,0.00408626560726447,0.00424478245489919,0.00630020475665459,0.00513778608127043,0.00441805039643521
"3740",3740,0.00133547008547009,0.00262146102761272,0.00128381476386978,0.00146735143066764,0.00241643173580346,0.00104004160166407,0.00177304964539007,0.000987491770901909,0.00089126559714795,0.00145208131655373,0.00587871287128713,0.000833680700291788,0.00562897699461576,0.00276540175142111,0.00157681333533564,0.000849906510283869,0.00182648401826484,0.0011258725512272,0.00177619893428064,0.00110253583241455,0.00367478180983004,0.002014658299254
"3741",3741,0.0184294871794872,0.00296012537001567,0.00740740740740741,0.00146284376828555,0.000806126561870214,0.00272514923436283,0.00473092844470727,0.00131061598951507,0.00339888322408352,0.00314465408805031,0.00123877361412202,0.000833333333333333,0.00170981924767953,0.00659610369688603,0.00307669218069938,0.0194009530292716,0.00237356216907066,0.111023622047244,0.00176865935620799,0.00423728813559322,0.00137111517367459,0.00952410205959845
"3742",3742,0.00399148483235764,0.0039882087740593,0.004374772147284,0.00525010937727869,0.00280448717948718,0.00388248997023424,0.00176991150442478,0.00325309043591412,0.00364520048602673,0.00314465408805031,0.00433973961562306,0.00290818446198587,0.00437743190661479,0.00535168195718654,0.00435631665915578,0.00425821836143757,0.00365697568111172,0.00291316526610644,0.00388555280819498,0.00437910541132312,0.00409463148316652,0.0038393053527154
"3743",3743,0.00079428117553614,0.00191337623934597,0.00127214902317129,0.00174876129408336,0.000798403193612774,0.00129315918789603,0.00117647058823529,0.000324149108589951,0.000968914008881712,0.0009678199854827,0.00156543519098309,0.00082389289392379,0.0016965584100824,0.00335570469798658,0.0014268549113848,0.0011986301369863,0.00164503747029793,0.000891364902506964,0.00140894681225784,0.000779787897691828,0.00181241504304486,0.00132676724628484
"3744",3744,0.00502778512834083,NA,0.00599346167816927,0.00641119044149789,0.00199600798403194,0.00271739130434783,0.00293944738389183,0.0058233581365254,0.00539887187751813,0.002647412755716,0.00215782983970407,0.0010285949393129,0.00121065375302663,0.00273889227023737,0.00351139335076578,0.00153636053260498,0.00924750679963735,0.00511907411529045,0.00528727529080014,0.00467799781693435,0.00949796472184532,0.00424842350600992
"3745",3745,0.00158940397350993,0.00278600034825004,0.00336027608754881,0.0032130860230758,0.00401929260450161,0.00221095070880479,0.00235017626321974,0.00324254215304799,0.00136502328569134,0.00408163265306122,0.00278293135435993,0.00351675630947456,0.00195407914020518,0.00335059396893086,0.00268196379348879,0.00290250981731262,0.000901225666906993,0.00279111309590265,0.00460666194188519,0.00391665361115463,0.00136363636363636,0.00280888138876043
"3746",3746,0.00266524520255864,0.00312934631432545,0.00227107558139535,0.00248756218905473,0.00161030595813205,0.00247944669189612,0.00352526439482961,0.00227864583333333,0.0014446227929374,0.00144439094848339,0.00123609394313968,0.00561680882047015,0.00172159370388588,0.00334957369062119,0.00208457415128052,0.00255929022351135,0.00179953212164837,0.00190135331618387,0.00284393885531461,0.00219918316054037,0.00181735574738755,0.00240310493528236
"3747",3747,0.00823810789263885,0.00382409177820268,0.00353998366161387,0.00409656181419166,0.00202429149797571,0.00351425224521671,0.00292740046838408,0.00487329434697856,NA,0.0048030739673391,0.00340030911901082,0.00145560407569141,0.00368550368550369,0.00288622208719429,0.00811736669645517,0.00649128800819952,0.00556353194544149,0.00346523585960206,0.00355871886120996,0.0043997485857951,0.00681818181818182,0.00438413842074133
"3748",3748,0.00322407307898979,0.00404004918320745,0.00284012826385708,0.00325781134310677,0.0057923045097228,0.00301283730678543,0.00356718192627824,0.00589198036006547,0.00263852242744063,0.00240096038415366,0.00310462589257994,0.00231774125579435,0.00225450901803607,0.00213773095129027,0.00320011907419811,0.00222831676379842,0.00270367700072098,0.0040595399188092,0.00398550724637681,0.00479616306954436,0.00321543408360129,0.00336520062182653
"3749",3749,0.000806451612903226,0.00264177527298344,0.00219639425276837,0.00281857291203086,0.00124947938359017,0.00301204819277108,0.00119118522930316,0.00163880694854146,0.00207933461292386,0.00698795180722892,0.00185758513931889,0.00126689189189189,0.00301734976112648,0.00197568389057751,0.0021505376344086,0.00359281437125748,0.0025103102026179,0.0020197486535009,0.00291120815138282,0.00240963855421687,0.00275988960441582,0.00243303133713141
"3750",3750,0.00241028387787895,0.00158283503341541,0.00337776154829286,0.00620567375886525,0.00291423813488759,0.00286869213717564,0,0.00229432972795805,0.00407771647877189,0.0038572806171649,0.0015460729746444,0.0010535187526338,0.00777526962628543,0.00439460524321867,0.00370754856888625,0.00257466529351184,0.00394477317554241,0.00492335235537652,0.00289435600578871,0.00609267275933943,0.00365965233302836,0.00343596659060316
"3751",3751,0.00213789417423838,0.00562390158172232,0.00480551273914226,0.00382352941176471,0.0033003300330033,0.00636363636363636,0.00297441998810232,0.00422764227642276,0.00465340179717587,0.0026621490803485,0.00312989045383412,0.0029535864978903,0.00473343298455406,0.00612397311426438,0.00305104926328323,0.0027643400138217,0.00414115952466691,0.00290470338509664,0.00501432664756447,0.00415401821377217,0.00499092558983666,0.00402542014924483
"3752",3752,0.00185627154600902,0.00313752832490849,0.0026199295329298,0.00175978882534096,0.00246812011517894,0.00258765687669815,0.000592417061611374,0.00129073894804776,0.00248238308776425,0.00216815225246928,0.00156103652825476,0.00146566164154104,0.00148441365660564,0.00104571257842844,0.00252206809583859,0.00225108225108225,0.00108010801080108,0.00254932387497229,0.00177683013503909,0.00174686358583452,0.0036084799278304,0.00200259842177077
"3753",3753,0.00131856540084388,0.00611246943765281,0.00723131157913767,0.00542840375586854,0.00330988829127017,0.00323540830852854,0.00117994100294985,0.00516795865633075,0.00673508659397049,0.0106382978723404,0.00125391849529781,0.00271568832254021,0.00197872866683156,NA,0.00335020845741513,0.111111111111111,NA,0.00730977959906966,0.00142857142857143,0.00920196731715056,0.00631199278629396,0.0102641735306934
"3754",3754,0,0.00173822353554667,0.000902853015529072,0.00117698984846256,0.00167154199749269,0.00129718510831496,0,0.00194678780012979,0.00175536583419772,0.000724987916868052,0.00156152404747033,0.00168137873055906,0.000746454341876089,0.00134228187919463,0.00162758008433824,0.00191570881226054,0.000533902829684997,0.00200044454323183,0.0021551724137931,0.0015852885225111,0.0027124773960217,0.0013845785074992
"3755",3755,0.00293960448957777,0.00628930817610063,0.00498911465892598,0.00590405904059041,0.00801349641501476,0.00625896466292867,0.00358208955223881,0.00747481312967176,0.00471170739498483,0.00435518993467215,0.00344503601628562,0.00380791199492278,0.0040110303334169,0.0048055263553086,0.00429311621021466,0.00418264203555246,0.00355998576005696,0.00547119249665029,0.00508720930232558,0.00667832723803466,0.0036347114947751,0.0049283350805833
"3756",3756,0.00130106687483737,0.00293103448275862,0.00196691998211891,0.00290444379901249,0.00624739691795085,0.000516129032258065,0,0.0028957528957529,0.00270851589261531,0.00169204737732657,0.0012666244458518,0.000824062628759786,0.00146555935515388,0.00148104265402844,0.0067143805799454,0.00486787204450626,0.000886682035821954,0.00250326512842838,0.00142755174875089,0.00297992471769134,0.00223813786929275,0.00237230526013628
"3757",3757,0.00129433083096039,0.00153977758768178,0.00133832976445396,0.00232018561484919,0.00124843945068664,0.000769822940723634,0.00117302052785924,0.00289017341040462,0.00111358574610245,0.000724287783679382,0.00252844500632111,0.00102648326832273,0.000486736432221952,0.00147994672191801,0.00117820324005891,0.00104184754297621,0.000531537916371368,0.00152140838948055,0.00106647707074298,0.00187617260787992,0.00357142857142857,0.0014628876392916
"3758",3758,0.00361757105943152,0.00637052341597796,0.00533357439884289,0.00555149744338934,0.00633981403212172,0.00780949942388939,0.0223660977045321,0.00482005141388175,0.00491895814853641,0.0057001239157373,0.00747724317295189,0.00433973961562306,0.00367286973555338,0.00497812641424046,0.00508423129458188,0.00673400673400673,0.00397040245443061,0.00436538251664302,0.00287562904385334,0.00649247822644497,0.00584007187780773,0.00612656628773702
