Site,Partition,Syn,Nonsyn,&beta;-&alpha;,Prob[&alpha;>&beta;],Prob[&alpha;<&beta;],BayesFactor[&alpha;<&beta;],PSRF,Neff
836,1,1.135,0.01,-1.125,0.999,0,0.001,1.009,178.457
837,1,0.73,2.467,1.737,0.002,0.971,440.506,1.008,200.282
838,1,0.957,0.664,-0.293,0.764,0.152,2.352,1.029,77.459
839,1,1.274,0.284,-0.99,0.991,0.005,0.067,1.064,39.597
840,1,0.875,0.838,-0.038,0.442,0.435,10.053,1.028,79.667
841,1,2.122,0.448,-1.674,0.823,0.151,2.328,1.016,123.662
842,1,1.419,0.01,-1.408,1,0,0,1.075,34.914
843,1,2.815,2.807,-0.008,0.005,0,0,1.009,180.062
844,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
845,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
846,1,2.141,0.117,-2.024,1,0,0,1.024,90.511
847,1,2.795,0.129,-2.666,1,0,0,1.02,103.665
848,1,2.815,0.015,-2.8,1,0,0,1.009,182.923
849,1,2.815,1.194,-1.621,1,0,0,1.012,153.583
850,1,1.247,0.014,-1.233,1,0,0,1.039,60.684
851,1,2.782,0.106,-2.676,1,0,0,1.031,72.41
852,1,2.773,0.014,-2.758,1,0,0,1.029,77.914
853,1,2.944,6.394,3.45,0.001,0.802,52.939,1.014,137.936
854,1,1.193,0.011,-1.182,1,0,0,1.087,30.895
855,1,2.791,0.125,-2.666,1,0,0,1.034,66.769
856,1,2.115,7.08,4.965,0,0.991,1485.64,1.031,72.725
857,1,2.814,0.415,-2.399,1,0,0,1.01,174.182
858,1,1.174,0.362,-0.813,0.957,0.027,0.361,1.044,54.136
859,1,2.771,1.712,-1.06,0.682,0.022,0.291,1.033,68.76
860,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
861,1,2.775,0.421,-2.354,1,0,0,1.014,135.439
862,1,1.019,0.009,-1.01,1,0,0,1.022,97.492
863,1,2.009,0.174,-1.834,1,0,0.001,1.071,36.337
864,1,1.891,0.01,-1.881,1,0,0,1.091,29.799
865,1,7.013,1.206,-5.807,1,0,0,1.01,167.476
866,1,6.473,0.857,-5.615,1,0,0,1.008,201.17
867,1,2.823,0.027,-2.796,1,0,0,1.007,207.963
868,1,1.402,0.014,-1.389,1,0,0,1.054,46.217
869,1,3.016,0.018,-2.997,1,0,0,1.025,86.525
870,1,7.13,0.013,-7.117,1,0,0,1.006,226.296
871,1,7.129,0.013,-7.115,1,0,0,1.006,231.074
872,1,2.826,0.091,-2.736,1,0,0,1.008,198.039
873,1,0.391,0.9,0.509,0.056,0.914,139.224,1.021,99.139
874,1,0.849,0.123,-0.725,0.986,0.006,0.079,1.025,85.459
875,1,2.821,0.586,-2.236,1,0,0,1.007,203.045
876,1,0.396,0.19,-0.205,0.686,0.191,3.087,1.006,235.108
877,1,4.434,2.815,-1.62,0.376,0.012,0.161,1.014,131.268
878,1,1.425,0.102,-1.323,1,0,0,1.043,55.213
879,1,2.814,2.815,0.001,0,0,0.004,1.012,150.814
880,1,4.224,2.815,-1.409,0.327,0,0,1.022,95.279
881,1,0.643,0.389,-0.254,0.689,0.24,4.124,1.033,69.98
882,1,2.761,0.013,-2.748,1,0,0,1.079,33.456
883,1,2.818,2.606,-0.212,0.132,0,0,1.01,168.499
884,1,2.815,0.108,-2.706,1,0,0,1.007,215.604
885,1,2.33,1.193,-1.137,0.773,0.069,0.974,1.027,82.348
886,1,1.816,0.008,-1.808,1,0,0,1.049,49.962
887,1,1.87,0.104,-1.766,1,0,0,1.092,29.451
888,1,0.667,0.008,-0.658,0.997,0,0.004,1.01,171.99
889,1,1.125,0.008,-1.117,1,0,0,1.032,70.158
890,1,2.463,0.013,-2.45,1,0,0,1.097,28.194
891,1,2.815,0.177,-2.638,1,0,0,1.005,241.242
892,1,2.629,0.019,-2.61,1,0,0,1.016,124.719
893,1,1.319,0.014,-1.305,1,0,0,1.029,75.982
894,1,1.916,0.012,-1.904,1,0,0,1.081,32.881
895,1,0.982,2.759,1.777,0.002,0.946,227.964,1.009,185.232
896,1,2.322,2.815,0.493,0,0.284,5.193,1.025,87.22
897,1,2.814,0.102,-2.711,1,0,0,1.009,179.492
898,1,1.446,0.098,-1.348,1,0,0,1.098,27.905
899,1,2.782,0.336,-2.446,1,0,0,1.012,148.06
900,1,2.373,0.205,-2.169,0.922,0.06,0.83,1.003,309.761
901,1,2.613,0.702,-1.911,0.992,0.001,0.014,1.009,177.606
902,1,2.815,0.015,-2.801,1,0,0,1.009,178.247
903,1,2.73,0.584,-2.146,0.997,0.001,0.007,1.015,125.047
904,1,2.796,1.301,-1.495,0.941,0.002,0.03,1.028,79.447
905,1,2.8,0.116,-2.684,1,0,0,1.014,131.859
906,1,2.811,0.4,-2.411,1,0,0,1.01,165.876
907,1,2.849,0.109,-2.74,1,0,0,1.006,236.859
908,1,2.489,1.203,-1.286,0.844,0.046,0.625,1.027,82.499
909,1,2.821,0.119,-2.703,1,0,0,1.022,96.729
910,1,1.022,0.009,-1.013,1,0,0,1.022,97.297
911,1,1.412,0.01,-1.402,1,0,0,1.075,35.019
912,1,7.135,0.009,-7.126,1,0,0,1.006,226.137
913,1,0.955,0.01,-0.945,0.999,0,0.003,1.009,175.502
914,1,1.134,0.011,-1.123,1,0,0,1.058,42.969
915,1,2.822,0.089,-2.733,1,0,0,1.006,228.599
916,1,2.762,0.023,-2.739,1,0,0,1.016,121.951
917,1,1.243,0.013,-1.23,1,0,0,1.083,32.17
918,1,2.816,0.166,-2.65,1,0,0,1.004,272.532
919,1,0.987,0.009,-0.979,1,0,0,1.019,105.99
920,1,1.994,0.014,-1.98,1,0,0,1.084,31.875
921,1,0.762,2.764,2.002,0,0.989,1187.336,1.007,214.609
922,1,1.227,0.01,-1.217,1,0,0,1.051,47.827
923,1,2.82,0.491,-2.329,1,0,0.001,1.011,158.837
924,1,2.815,0.108,-2.707,1,0,0,1.005,241.243
925,1,0.794,2.813,2.019,0,0.975,518.414,1.002,368.583
926,1,1.47,0.151,-1.319,0.999,0.001,0.008,1.103,26.91
927,1,6.775,0.508,-6.267,1,0,0,1.014,134.386
928,1,2.88,1.22,-1.661,0.888,0.072,1.015,1.025,88.036
929,1,7.113,2.815,-4.298,0.997,0,0,1.003,307.696
930,1,2.719,0.018,-2.701,1,0,0,1.018,111.224
931,1,2.858,0.018,-2.84,1,0,0,1.017,118.9
932,1,2.665,0.488,-2.177,0.999,0,0.002,1.014,136.644
933,1,1.1,0.01,-1.09,1,0,0,1.028,78.317
934,1,0.28,0.376,0.095,0.28,0.653,24.61,1.005,263.241
935,1,3.476,0.023,-3.453,1,0,0,1.01,174.265
936,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
937,1,4.444,2.805,-1.639,0.382,0,0,1.007,210.779
938,1,0.181,0.436,0.255,0.123,0.831,64.41,1.011,157.297
939,1,1.302,0.159,-1.143,0.999,0.001,0.007,1.132,22.012
940,1,5.41,0.089,-5.321,1,0,0,1.023,92.775
941,1,2.963,2.727,-0.236,0.088,0,0,1.009,183.444
942,1,2.813,0.018,-2.795,1,0,0,1.033,68.987
943,1,3.03,0.124,-2.906,1,0,0,1.018,111.322
944,1,2.815,0.013,-2.802,1,0,0,1.01,168.332
945,1,1.123,0.375,-0.747,0.988,0.006,0.079,1.02,103.596
946,1,1.353,0.013,-1.34,1,0,0,1.08,33.08
947,1,5.619,0.011,-5.608,1,0,0,1.015,127.273
948,1,1.325,0.009,-1.316,1,0,0,1.05,49.154
949,1,7.081,2.64,-4.441,0.991,0,0,1.002,339.337
950,1,6.713,0.012,-6.701,1,0,0,1.006,228.065
951,1,1.314,0.755,-0.559,0.757,0.153,2.364,1.025,86.196
952,1,2.798,0.015,-2.783,1,0,0,1.02,101.54
953,1,2.91,0.111,-2.799,1,0,0,1.015,126.819
954,1,2.71,0.012,-2.698,1,0,0,1.024,89.934
955,1,2.801,0.013,-2.788,1,0,0,1.022,97.418
956,1,2.469,0.012,-2.457,1,0,0,1.023,92.061
957,1,2.498,0.337,-2.161,0.999,0,0.007,1.022,97.106
958,1,0.872,0.762,-0.111,0.526,0.367,7.587,1.033,69.852
959,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
960,1,2.774,0.015,-2.759,1,0,0,1.064,39.723
961,1,2.991,0.015,-2.976,1,0,0,1.023,91.958
962,1,0.96,1.142,0.181,0.144,0.661,25.491,1.017,116.58
963,1,0.729,2.46,1.73,0.003,0.971,431.469,1.008,199.133
964,1,2.812,0.02,-2.792,1,0,0,1.01,170.624
965,1,2.37,1.673,-0.696,0.563,0.122,1.82,1.033,69.76
966,1,2.084,0.014,-2.07,1,0,0,1.019,108.25
967,1,0.903,0.017,-0.886,1,0,0.003,1.096,28.398
968,1,2.811,0.015,-2.796,1,0,0,1.025,86.499
969,1,2.796,0.364,-2.432,1,0,0,1.016,121.527
970,1,2.807,0.015,-2.792,1,0,0,1.019,108.268
971,1,2.897,0.014,-2.883,1,0,0,1.018,111.715
972,1,4.655,0.016,-4.639,1,0,0,1.019,107.745
973,1,2.809,0.013,-2.796,1,0,0,1.023,93.631
974,1,2.676,0.014,-2.662,1,0,0,1.056,44.39
975,1,0.574,1.132,0.558,0.028,0.915,140.404,1.007,212.569
976,1,1.685,0.008,-1.677,1,0,0,1.085,31.534
977,1,1.127,0.008,-1.119,1,0,0,1.035,66.65
978,1,2.927,4.524,1.596,0.008,0.378,7.964,1.018,112.503
979,1,2.562,0.083,-2.479,0.954,0.03,0.404,1,475.92
980,1,2.136,0.015,-2.121,1,0,0,1.083,32.034
981,1,0.809,0.099,-0.71,0.99,0.003,0.038,1.013,140.367
982,1,1.526,0.1,-1.426,0.999,0.001,0.007,1.032,70.989
983,1,2.768,0.396,-2.372,1,0,0,1.013,142.181
984,1,6.547,0.009,-6.538,1,0,0,1.014,131.436
985,1,7.109,0.01,-7.099,1,0,0,1.012,146.649
986,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
987,1,2.816,0.018,-2.798,1,0,0,1.033,69.194
988,1,2.95,0.091,-2.859,1,0,0,1.01,173.383
989,1,2.786,0.017,-2.769,1,0,0,1.037,63.303
990,1,2.783,0.157,-2.626,1,0,0,1.025,86.356
991,1,2.809,0.091,-2.719,1,0,0,1.021,98.714
992,1,3.895,0.014,-3.881,1,0,0,1.018,110.321
993,1,5.62,0.013,-5.607,1,0,0,1.013,140.693
994,1,2.815,0.018,-2.796,1,0,0,1.008,188.38
995,1,2.667,0.016,-2.65,1,0,0,1.049,49.985
996,1,1.176,0.007,-1.169,1,0,0,1.029,76.796
997,1,2.805,0.101,-2.705,1,0,0,1.033,68.393
998,1,2.41,2.815,0.405,0,0.234,4.004,1.025,87.848
999,1,1.611,0.014,-1.598,1,0,0,1.071,36.587
1000,1,2.781,0.108,-2.673,1,0,0,1.011,160.239
1001,1,2.718,0.013,-2.705,1,0,0,1.054,46.02
1002,1,1.233,0.009,-1.224,1,0,0,1.069,37.428
1003,1,2.857,0.013,-2.844,1,0,0,1.019,108.596
1004,1,1.03,0.291,-0.738,0.966,0.021,0.281,1.066,38.939
1005,1,2.811,0.016,-2.795,1,0,0,1.016,123.181
1006,1,1.787,0.736,-1.051,0.853,0.09,1.297,1.016,120.472
1007,1,2.561,0.017,-2.544,1,0,0,1.041,57.955
1008,1,6.741,2.708,-4.033,0.917,0,0,1.005,259.687
1009,1,1.433,0.013,-1.42,1,0,0,1.025,87.944
1010,1,2.093,0.364,-1.729,0.983,0.011,0.144,1.053,46.551
1011,1,2.814,0.02,-2.794,1,0,0,1.009,180.23
1012,1,7.108,0.01,-7.098,1,0,0,1.006,227.043
1013,1,7.124,0.015,-7.11,1,0,0,1.006,220.537
1014,1,3.157,0.013,-3.144,1,0,0,1.017,118.099
1015,1,2.486,0.014,-2.472,1,0,0,1.063,40.402
1016,1,1.733,0.012,-1.721,1,0,0,1.025,86.959
1017,1,2.814,2.794,-0.02,0.013,0.001,0.009,1.012,154.154
1018,1,1.853,1.095,-0.758,0.55,0.385,8.19,1.028,78.001
1019,1,2.65,2.815,0.165,0,0.098,1.424,1.023,92.727
1020,1,2.758,0.108,-2.65,1,0,0,1.035,66.027
1021,1,2.974,1.219,-1.755,0.995,0.001,0.007,1.023,91.607
1022,1,2.931,0.018,-2.913,1,0,0,1.026,84.961
1023,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1024,1,2.426,0.013,-2.412,1,0,0,1.099,27.727
1025,1,2.804,0.02,-2.783,1,0,0,1.014,135.99
1026,1,1.319,0.014,-1.305,1,0,0,1.03,75.531
1027,1,3.056,0.015,-3.041,1,0,0,1.032,71.039
1028,1,3.941,0.013,-3.929,1,0,0,1.018,112.72
1029,1,2.859,0.083,-2.776,1,0,0,1.029,77.025
1030,1,6.451,0.01,-6.441,1,0,0,1.015,131.093
1031,1,6.447,0.012,-6.435,1,0,0,1.012,148.095
1032,1,3.402,0.014,-3.388,1,0,0,1.015,125.273
1033,1,2.661,0.014,-2.647,1,0,0,1.052,47.624
1034,1,2.161,0.022,-2.14,1,0,0,1.069,37.624
1035,1,2.466,0.023,-2.443,1,0,0,1.056,44.682
1036,1,5.452,0.011,-5.442,1,0,0,1.009,175.313
1037,1,5.81,0.013,-5.798,1,0,0,1.014,132.663
1038,1,1.891,0.015,-1.877,1,0,0,1.061,41.401
1039,1,2.813,0.013,-2.8,1,0,0,1.032,70.48
1040,1,3.36,0.405,-2.955,1,0,0,1.007,211.75
1041,1,3.767,0.018,-3.749,1,0,0,1.01,170.567
1042,1,6.345,0.012,-6.333,1,0,0,1.009,183.55
1043,1,2.369,0.08,-2.29,1,0,0,1.011,155.896
1044,1,2.817,0.368,-2.45,1,0,0,1.013,144.775
1045,1,1.671,0.009,-1.663,1,0,0,1.089,30.228
1046,1,2.571,0.013,-2.558,1,0,0,1.08,33.12
1047,1,2.815,0.02,-2.794,1,0,0,1.009,185.683
1048,1,2.815,0.012,-2.802,1,0,0,1.022,95.584
1049,1,2.695,0.018,-2.677,1,0,0,1.033,69.498
1050,1,2.819,0.019,-2.8,1,0,0,1.016,121.082
1051,1,2.283,0.015,-2.268,1,0,0,1.071,36.692
1052,1,3.185,0.177,-3.008,1,0,0,1.006,234.387
1053,1,1.231,0.009,-1.221,1,0,0,1.043,55.249
1054,1,2.739,0.478,-2.261,0.999,0,0.004,1.015,127.238
1055,1,2.183,0.36,-1.823,0.995,0.003,0.035,1.038,62.269
1056,1,1.873,0.106,-1.767,1,0,0.003,1.087,30.843
1057,1,1.401,0.012,-1.388,1,0,0,1.021,100.488
1058,1,2.886,0.017,-2.869,1,0,0,1.057,44.15
1059,1,2.899,0.732,-2.168,1,0,0,1.008,199.625
1060,1,2.768,0.024,-2.744,1,0,0,1.032,71.363
1061,1,1.301,0.207,-1.094,1,0,0.001,1.043,55.401
1062,1,2.625,0.189,-2.436,1,0,0,1.05,49.134
1063,1,1.023,0.009,-1.013,1,0,0,1.056,44.76
1064,1,2.552,0.012,-2.54,1,0,0,1.027,80.81
1065,1,1.269,0.104,-1.165,1,0,0,1.047,51.837
1066,1,1.185,2.784,1.598,0.003,0.87,87.78,1.012,149.418
1067,1,2.813,0.477,-2.337,1,0,0,1.014,133.803
1068,1,3.928,0.085,-3.844,1,0,0,1.006,234.409
1069,1,4.055,0.011,-4.044,1,0,0,1.024,90.167
1070,1,2.774,0.02,-2.753,1,0,0,1.016,124.979
1071,1,1.736,0.011,-1.725,1,0,0,1.049,49.578
1072,1,7.118,0.244,-6.874,1,0,0,1.002,347.464
1073,1,4.01,0.014,-3.996,1,0,0,1.017,114.369
1074,1,2.883,0.101,-2.783,1,0,0,1.018,111.669
1075,1,2.45,0.012,-2.438,1,0,0,1.043,55.29
1076,1,2.608,0.017,-2.59,1,0,0,1.067,38.534
1077,1,2.814,0.736,-2.078,1,0,0,1.009,177.381
1078,1,2.705,0.124,-2.581,1,0,0,1.037,62.368
1079,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1080,1,2.383,0.158,-2.225,1,0,0,1.022,94.351
1081,1,2.621,0.547,-2.075,0.996,0.001,0.019,1.008,191.421
1082,1,1.999,0.012,-1.987,1,0,0,1.089,30.166
1083,1,6.392,0.012,-6.38,1,0,0,1.011,158.528
1084,1,2.818,0.018,-2.8,1,0,0,1.033,69.338
1085,1,2.807,0.015,-2.792,1,0,0,1.021,98.188
1086,1,2.79,0.019,-2.771,1,0,0,1.018,113.622
1087,1,2.808,1.103,-1.705,0.998,0,0.003,1.014,133.352
1088,1,2.503,0.285,-2.217,1,0,0.003,1.044,54.164
1089,1,1.127,0.008,-1.119,1,0,0,1.032,70.088
1090,1,6.901,1.142,-5.759,1,0,0,1.008,193.564
1091,1,7.03,0.093,-6.937,1,0,0,1.006,221.922
1092,1,1.365,0.312,-1.053,0.997,0.002,0.02,1.022,94.667
1093,1,2.833,1.226,-1.607,0.995,0,0,1.016,120.362
1094,1,5.652,0.191,-5.462,1,0,0,1.012,148.581
1095,1,2.773,0.018,-2.755,1,0,0,1.016,122.277
1096,1,2.796,0.013,-2.783,1,0,0,1.022,97.359
1097,1,2.818,0.475,-2.343,1,0,0,1.008,191.57
1098,1,1.505,0.279,-1.226,0.996,0.002,0.024,1.062,41.085
1099,1,2.841,0.024,-2.816,1,0,0,1.025,88.04
1100,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1101,1,7.125,0.012,-7.113,1,0,0,1.007,217.074
1102,1,1.123,0.008,-1.115,1,0,0,1.032,70.276
1103,1,1.352,0.009,-1.344,1,0,0,1.058,43.444
1104,1,2.824,0.014,-2.81,1,0,0,1.021,99.582
1105,1,2.541,0.016,-2.525,1,0,0,1.06,42.32
1106,1,2.805,1.211,-1.594,0.992,0.001,0.008,1.02,103.935
1107,1,0.731,0.013,-0.718,0.996,0.001,0.011,1.01,170.325
1108,1,2.817,0.013,-2.804,1,0,0,1.02,103.641
1109,1,3.044,0.089,-2.955,1,0,0,1.015,125.17
1110,1,3.563,0.018,-3.545,1,0,0,1.012,153.173
1111,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1112,1,3.007,1.102,-1.904,1,0,0,1.01,174.704
1113,1,1.613,0.269,-1.344,0.999,0,0.003,1.019,107.385
1114,1,2.804,0.013,-2.79,1,0,0,1.023,92.441
1115,1,5.423,2.533,-2.89,0.689,0,0,1.006,225.58
1116,1,2.819,0.018,-2.801,1,0,0,1.007,219.341
1117,1,2.815,1.879,-0.936,0.588,0.001,0.012,1.02,104.018
1118,1,2.906,0.094,-2.812,1,0,0,1.012,153.766
1119,1,1.1,0.009,-1.092,1,0,0,1.079,33.343
1120,1,2.815,0.107,-2.708,1,0,0,1.006,236.15
1121,1,1.248,0.173,-1.075,0.999,0,0.003,1.092,29.546
1122,1,2.307,0.117,-2.19,1,0,0,1.068,37.973
1123,1,2.013,0.012,-2.001,1,0,0,1.089,30.153
1124,1,2.448,0.424,-2.024,0.999,0,0.004,1.009,182.239
1125,1,2.544,0.014,-2.53,1,0,0,1.074,35.44
1126,1,1.369,0.013,-1.356,1,0,0,1.08,33.177
1127,1,0.136,0.17,0.034,0.252,0.61,20.446,1.007,216.855
1128,1,3.635,0.086,-3.549,1,0,0,1.024,90.613
1129,1,1.235,0.012,-1.223,1,0,0,1.064,40.061
1130,1,2.815,0.013,-2.802,1,0,0,1.011,162.204
1131,1,5.798,0.013,-5.785,1,0,0,1.013,142.447
1132,1,2.814,0.02,-2.794,1,0,0,1.01,170.506
1133,1,0.969,0.106,-0.864,0.997,0.001,0.017,1.038,61.342
1134,1,1.172,0.008,-1.163,1,0,0,1.012,150.523
1135,1,1.451,0.011,-1.44,1,0,0,1.034,67.22
1136,1,6.943,0.202,-6.741,1,0,0,1.005,259.385
1137,1,1.232,0.01,-1.222,1,0,0,1.073,35.757
1138,1,1.082,0.012,-1.07,1,0,0,1.105,26.393
1139,1,0.138,0.012,-0.126,0.788,0.082,1.169,1.007,203.335
1140,1,2.815,0.083,-2.732,1,0,0,1.016,120.889
1141,1,7.124,0.01,-7.114,1,0,0,1.005,240.805
1142,1,2.827,0.124,-2.704,1,0,0,1.03,75.292
1143,1,0.659,0.462,-0.198,0.631,0.296,5.5,1.038,61.281
1144,1,2.687,0.017,-2.67,1,0,0,1.049,49.512
1145,1,2.751,0.578,-2.173,0.998,0,0.005,1.014,132
1146,1,1.172,0.012,-1.16,1,0,0,1.06,41.913
1147,1,1.142,0.011,-1.131,1,0,0,1.086,31.009
1148,1,2.848,0.706,-2.142,1,0,0,1.01,170.991
1149,1,2.119,0.012,-2.107,1,0,0,1.089,30.28
1150,1,2.826,0.542,-2.284,1,0,0,1.012,146.588
1151,1,1.105,0.496,-0.609,0.885,0.077,1.092,1.039,60.539
1152,1,1.473,0.014,-1.458,1,0,0,1.022,96.42
1153,1,2.809,0.013,-2.796,1,0,0,1.022,96.896
1154,1,0.894,0.19,-0.704,0.949,0.03,0.402,1.037,62.574
1155,1,1.14,0.009,-1.131,1,0,0,1.04,59.278
1156,1,2.033,0.014,-2.019,1,0,0,1.084,31.74
1157,1,2.837,0.013,-2.824,1,0,0,1.018,112.857
1158,1,2.737,0.011,-2.726,1,0,0,1.037,63.559
1159,1,2.814,0.013,-2.801,1,0,0,1.022,94.389
1160,1,2.819,0.015,-2.804,1,0,0,1.033,69.034
1161,1,4.252,0.019,-4.233,1,0,0,1.007,218.739
1162,1,2.3,0.012,-2.288,1,0,0,1.065,39.16
1163,1,1.22,0.013,-1.207,1,0,0,1.083,32.041
1164,1,2.797,0.013,-2.784,1,0,0,1.04,58.452
1165,1,2.875,0.013,-2.861,1,0,0,1.053,46.598
1166,1,2.777,0.018,-2.759,1,0,0,1.042,56.725
1167,1,2.175,0.016,-2.159,1,0,0,1.022,95.72
1168,1,6.75,0.011,-6.739,1,0,0,1.009,186.02
1169,1,1.311,0.014,-1.297,1,0,0,1.03,75.719
1170,1,2.814,0.111,-2.704,1,0,0,1.007,211.849
1171,1,1.098,0.01,-1.088,1,0,0,1.028,78.049
1172,1,0.81,0.103,-0.707,0.989,0.004,0.049,1.016,120.117
1173,1,1.763,0.436,-1.327,0.968,0.02,0.264,1.032,70.546
1174,1,2.821,0.019,-2.802,1,0,0,1.008,188.288
1175,1,1.652,0.011,-1.641,1,0,0,1.087,30.773
1176,1,2.053,0.197,-1.856,1,0,0.002,1.054,45.594
1177,1,7.123,0.192,-6.931,1,0,0,1.004,272.685
1178,1,0.852,0.015,-0.837,0.999,0,0.006,1.021,100.778
1179,1,3.292,0.085,-3.206,1,0,0,1.111,25.186
1180,1,6.772,0.009,-6.762,1,0,0,1.014,133.199
1181,1,3.517,0.014,-3.503,1,0,0,1.027,82.703
1182,1,1.382,0.01,-1.372,1,0,0,1.085,31.576
1183,1,1.384,0.011,-1.373,1,0,0,1.035,66.078
1184,1,2.34,0.013,-2.327,1,0,0,1.099,27.809
1185,1,4.355,0.014,-4.341,1,0,0,1.014,137.444
1186,1,1.641,0.009,-1.632,1,0,0,1.089,30.401
1187,1,1.032,0.012,-1.02,1,0,0,1.115,24.582
1188,1,2.394,0.017,-2.377,1,0,0,1.02,102.164
1189,1,1.384,0.01,-1.374,1,0,0,1.032,71.832
1190,1,1.222,0.009,-1.213,1,0,0,1.055,44.897
1191,1,7.108,0.011,-7.097,1,0,0,1.011,156.2
1192,1,4.504,0.014,-4.49,1,0,0,1.018,112.933
1193,1,0.924,0.105,-0.818,0.984,0.005,0.069,1.01,165.097
1194,1,1.103,0.012,-1.091,1,0,0.001,1.038,62.106
1195,1,2.816,0.012,-2.805,1,0,0,1.016,119.546
1196,1,1.504,0.576,-0.928,0.923,0.045,0.619,1.029,76.109
1197,1,2.814,0.013,-2.801,1,0,0,1.02,101.456
1198,1,2.826,0.014,-2.812,1,0,0,1.023,92.272
1199,1,3.318,0.017,-3.302,1,0,0,1.033,68.397
1200,1,0.944,2.815,1.871,0,0.956,285.361,0.999,642.347
1201,1,1.269,0.121,-1.148,1,0,0,1.017,114.56
1202,1,4.34,0.097,-4.242,1,0,0,1.019,106.966
1203,1,0.747,0.01,-0.737,1,0,0.001,1.015,128.004
1204,1,1.939,0.161,-1.778,1,0,0.001,1.086,31.24
1205,1,2.571,0.083,-2.488,0.954,0.03,0.402,1,475.959
1206,1,2.753,0.014,-2.739,1,0,0,1.08,33.184
1207,1,2.736,0.086,-2.65,1,0,0,1.055,45.021
1208,1,2.775,0.013,-2.762,1,0,0,1.078,33.71
1209,1,2.474,0.278,-2.197,1,0,0.003,1.048,51.093
1210,1,2.744,0.101,-2.642,1,0,0,1.041,57.526
1211,1,4.396,0.011,-4.385,1,0,0,1.017,116.241
1212,1,1.981,0.014,-1.967,1,0,0,1.079,33.234
1213,1,2.766,0.014,-2.752,1,0,0,1.059,42.871
1214,1,2.789,0.013,-2.777,1,0,0,1.048,50.834
1215,1,2.814,0.615,-2.199,1,0,0,1.008,191.805
1216,1,2.743,0.013,-2.73,1,0,0,1.03,74.901
1217,1,2.778,0.013,-2.765,1,0,0,1.027,82.48
1218,1,2.782,1.418,-1.364,0.862,0.005,0.066,1.028,79.225
1219,1,2.59,0.014,-2.577,1,0,0,1.096,28.493
1220,1,2.785,0.013,-2.772,1,0,0,1.043,55.804
1221,1,1.439,0.237,-1.202,0.973,0.018,0.24,1.071,36.519
1222,1,1.131,0.417,-0.714,0.932,0.044,0.6,1.04,58.627
1223,1,2.422,0.36,-2.062,0.999,0,0.004,1.031,72.992
1224,1,2.789,0.024,-2.765,1,0,0,1.031,72.054
1225,1,2.038,0.012,-2.027,1,0,0,1.086,31.188
1226,1,2.866,0.201,-2.665,1,0,0,1.01,171.307
1227,1,2.762,0.015,-2.747,1,0,0,1.049,49.675
1228,1,1.173,0.014,-1.159,1,0,0,1.061,41.568
1229,1,2.814,0.015,-2.799,1,0,0,1.016,121.475
1230,1,1.202,0.009,-1.192,1,0,0,1.064,39.875
1231,1,2.677,0.013,-2.664,1,0,0,1.063,40.186
1232,1,2.82,0.012,-2.808,1,0,0,1.03,75.155
1233,1,2.208,0.016,-2.192,1,0,0,1.052,47.724
1234,1,2.823,0.014,-2.809,1,0,0,1.037,63.478
1235,1,2.816,0.018,-2.797,1,0,0,1.007,212.444
1236,1,3.378,0.014,-3.364,1,0,0,1.05,49.278
1237,1,1.419,0.01,-1.409,1,0,0,1.07,36.766
1238,1,6.651,0.01,-6.641,1,0,0,1.013,145.783
1239,1,2.452,0.355,-2.097,0.998,0.001,0.013,1.04,59.06
1240,1,2.215,0.012,-2.203,1,0,0,1.077,33.952
1241,1,6.404,0.011,-6.393,1,0,0,1.014,136.14
1242,1,2.517,0.014,-2.503,1,0,0,1.029,76.812
1243,1,7.119,0.012,-7.108,1,0,0,1.006,227.757
1244,1,7.178,0.012,-7.167,1,0,0,1.006,236.712
1245,1,6.297,0.012,-6.285,1,0,0,1.007,203.937
1246,1,2.817,0.091,-2.726,1,0,0,1.005,251.597
1247,1,2.766,0.024,-2.742,1,0,0,1.032,71.302
1248,1,2.67,0.018,-2.652,1,0,0,1.033,68.54
1249,1,2.549,0.014,-2.535,1,0,0,1.074,35.345
1250,1,7.085,0.12,-6.965,1,0,0,1.011,157.772
1251,1,0.957,0.01,-0.947,0.999,0,0.003,1.009,175.533
1252,1,2.815,0.175,-2.639,1,0,0,1.006,235.885
1253,1,1.499,0.1,-1.398,0.999,0,0.003,1.058,43.56
1254,1,1.149,0.008,-1.14,1,0,0,1.037,63.414
1255,1,2.85,0.014,-2.836,1,0,0,1.028,78.482
1256,1,4.907,0.012,-4.895,1,0,0,1.015,128.109
1257,1,2.699,0.012,-2.686,1,0,0,1.046,52.905
