"","merged.pos","D75046-","D75054-","D75064-","D75066-","D75077-","D75079-","D75150-","D75173-","D75201-","D75211-","D75224-","D75239-","D75240-","D75251-","D75290-","D75292-","D75315-","D75327-","D75338-","D75366-","D75383R","mean"
"3572",3572,0.0063954521229348,0.000781555295037124,0.00118689666086406,0.00230696159587461,0.0002999400119976,0.025369978858351,0.00155601659751037,0.00116346713205352,0.000750125020836806,0.000674763832658569,0.000558503211393465,0.000289645184648805,0.000681779444349753,0.000824515597086712,0.00254891154588041,0.00228683436785364,0.00037202380952381,0.00182512029201925,0.000940144155437167,0.00328644669383463,0.00301984469370147,0.00271994886304036
"3573",3573,0.00233351283432059,0,0.000400192092204258,0.000273149412728763,0.00786448880822747,0.000424989375265618,0,0.000294811320754717,8.34028356964137e-05,0.000451263537906137,0.000558971492453885,0.000290697674418605,0.000171556013038257,0.000277700638711469,0.00048339203093709,0.000492691739201839,0.000559597090095132,0.000753705719788962,0.000631711939355654,0.00118968935888962,0,0.000835024948285451
"3574",3574,0.000361663652802893,0.000194931773879142,0.000414044385558132,0.000408441116405718,0.000604047115675023,0.000211640211640212,0,0,0.000250083361120373,0,0.000557724484104852,0,0.000171232876712329,0.000139606310205221,0.000206625800674978,0,0.00037147102526003,8.65501125151463e-05,0.000315059861373661,0,0.000905387052965143,0.000247548054328231
"3575",3575,0.00236880466472303,0.00116981867810489,0.000939287849030826,0.00190813684067057,0.00181928441479685,0.000423639059521288,0.00107181136120043,0.00126302494474266,0.00133611691022965,0.000689972401103956,0.000278706800445931,0.000872219799389446,0.00068575347162695,0.000425531914893617,0.000827529135921661,0.000652848049616452,0.000929886553840432,0.00131325512169497,0.000630914826498423,0.00158604282315623,0.00137614678899083,0.00107470154334281
"3576",3576,0.00255474452554745,0.00214466757652564,0.00187889657528397,0.00191230706187679,0.00213089802130898,0.00169491525423729,0.00214247455811462,0.00189633375474083,0.00209030100334448,0.0020670647680294,0.00334634690462911,0.00159651669085631,0.000854846982390152,0.00396881644223955,0.002005671208244,0.00245579567779961,0.00167473018235951,0.00227630887760462,0.00126182965299685,0.00211416490486258,0.00364797081623347,0.00217693340186787
"3577",3577,0.000729793833242109,0.000779879118736596,0.000508819538670285,0.00013607293509321,0.000917992656058752,0,0,0,0.000668449197860963,0,0.000559910414333707,0.000432089874693936,0.000511160333958085,0.000705417607223476,0.000276912426445137,0.000164149704530532,0,0.000348948791764809,0.0012622278321237,0.000525900604785696,0.00090049527239982,0.000448962863900991
"3578",3578,0.00091558322651529,0.000389483933787731,0.000679232467311938,0.00067990209409845,0,0.0004212299915754,0.00053248136315229,0.000317258883248731,0.000250145918452431,0,0.000559597090095132,0.00014367816091954,0,0.000282406099971759,0.000207612456747405,0.000327385824193812,0,0.000174687745654642,0,0.000131423314495992,0,0.000286290884296216
"3579",3579,0,0.000390625,0.000170750448219927,0.000136556056261095,0.000306466441924609,0.00084530853761623,0,0.000633713561470215,0.000333388898149692,0.000227014755959137,0,0.000575622391711038,0.00119453924914676,0,6.90417011875173e-05,0.000655200655200655,0.000186846038863976,0.000437560164522622,0.00157629255989912,0.000526108115217677,0,0.00039357307501668
"3580",3580,0.000750891683874601,0.000199880071956826,0.000261415127222029,0.000568262537292229,0.000313185092389602,0,0,0.000643707756678468,0.000418760469011725,0,0.000280898876404494,0.000292997363023733,0.000695410292072323,0.000284940874768486,0.000694927032661571,0.000493827160493827,0.00018807598269701,0.000436681222707424,0,0.000578536303153023,0.000914913083257091,0.000381776710936403
"3581",3581,0.00056274620146314,0.00139804274016377,0.000870322019147084,0.00113717128642502,0.00125588697017268,0.000662544169611307,0,0.000641231163834562,0.00016750418760469,0.000903954802259887,0.000844594594594595,0.000293212138982554,0.000346981263011797,0.00042863266180883,0.00180643368304037,0.000986842105263158,0.00151085930122757,0.0010477604121191,0.000659630606860158,0.000577617328519856,0.000917431192660551,0.000810447563274794
"3582",3582,0.000562008242787561,0.0001999600079984,8.69036238811158e-05,0.000282965478211658,0,0.000220264317180617,0.000540540540540541,0.000327761389708292,0.000502933780385583,0.000447427293064877,0.000828729281767956,0.000295420974889217,0.00034952813701503,0.000143781452192667,0.000211625282167043,0.000329924117452986,0.000564546480993602,0.000174871032613448,0.000330906684315023,0.000287521564117309,0.0018357044515833,0.000405872577755535
"3583",3583,0.00169427710843373,0.000403307118370639,0.000350416119141481,0.000142857142857143,0,0,0,0.000350877192982456,0.000166791760487032,0.000443655723158829,0.000274725274725275,0,0.00070859167404783,0.000434971726837756,7.00918202845728e-05,0.000326743996079072,0.000562640660165041,0.000176258041773156,0.000334224598930481,0.000727061218554602,0,0.000341309103658528
"3584",3584,0.00112739571589628,0,0.000174398325776073,0.000142308239647076,0,0,0,0.000345184673800483,0.000417606280798463,0,0,0.000298552022689954,0.000177179305457123,0.000143822810297713,0.000141023833027782,0.000488838194557601,0.000188430374976446,0.000262697022767075,0,0.000144864551644213,0,0.000192966731016013
"3585",3585,0.00265705067375214,0.00040371417036738,0.00157205240174672,0.00100459242250287,0.0006426735218509,0.000444345700955343,0,0,0.000751314800901578,0.000881445570736007,0.000274574409665019,0.000149992500374981,0.000355871886120996,0.000432338953739732,0.0016161900077296,0.00146508220739053,0.000562851782363977,0.000880359186548112,0,0.00204798127559977,0.00277906438165818,0.000901023612095421
"3586",3586,0.00115273775216138,0.000816659861167824,0.000441735135612687,0.00130586186883343,0.00032626427406199,0.00067370312149113,0,0.000695652173913044,0.000586706897996815,0.000441891294741494,0,0.000452625226312613,0.000717617509867241,0.000727061218554602,0.000705417607223476,0.00048828125,0.000565078169146732,0.000800925513927205,0.000683293474547318,0.000147579693034238,0.000469483568075117,0.000580884552888968
"3587",3587,0.00280898876404494,0.00105999576001696,0.0022085212110058,0.00120192307692308,0.00208116545265349,0.00427147603227337,0,0.00209937018894332,0.001509687159272,0.000880863245981061,0.000551724137931035,0.000606060606060606,0.000541125541125541,0.000909228671010759,0.000423041669604456,0.000325256139209628,0.000943930526713234,0.00036347114947751,0,0.00123076923076923,0.00148294611962432,0.00121426403250668
"3588",3588,0.000399042298483639,0.000211864406779661,0.000275836704670835,0,0.000347705146036161,0.000236742424242424,0,0.000352485019386676,0.000419568683393472,0,0.000550660792951542,0,0.000359712230215827,0.000151331719128329,0.000140775673963539,0.000324569944823109,0.000189143181388311,0.000181372993561259,0,0.000153940886699507,0.000492125984251968,0.000227946575713155
"3589",3589,0.00161225312374043,0.00064034151547492,0.0011171104077453,0.000301159463936154,0.00070871722182849,0.000234192037470726,0,0.00142045454545455,0.000506414584740041,0.000666666666666667,0.000828500414250207,0.00015135462388376,0.000180733779143322,0.000151998784009728,0.00106217249681348,0.000493583415597236,0,0.00128064398097329,0.00143215180809166,0.00090293453724605,0.000489476260401371,0.000675279031784161
"3590",3590,0,0.000213720880530028,9.73709834469328e-05,0.000302617642608564,0.000708466170740347,0.000233808744447042,0,0,0.000168861870989531,0,0.000551267916207277,0,0.000179985601151908,0,7.08516366728071e-05,0.000494641384995878,0.000606305578011318,0.000276497695852535,0.000357015351660121,0.000599250936329588,0,0.000231460113983042
"3591",3591,0.000676284941388638,0.000880281690140845,0.00114403386340236,0.000155666251556663,0.00147275405007364,0.000468603561387067,0.00182704019488429,0.000405679513184584,0.000760199341160571,0.00174710635509937,0.000551116009920088,0.00030409001064315,0.00127388535031847,0.000943099654196794,0.00084841628959276,0.000651147647729123,0.000967305088024763,0.000679018333495004,0.00257826887661142,0.000922934933087217,0.000997506234413965,0.000964497056681466
"3592",3592,0.000682283375028428,0,0.000229016374670789,0.000464468183929401,0,0.000701754385964912,0,0,8.47026935456547e-05,0,0,0,0,0,7.0916956244238e-05,0.000327011118378025,0,0.000194193611030197,0,0.000153022188217291,0.000493827160493827,0.000161961716547751
"3593",3593,0.000461041954817888,0.000881834215167548,0.0017529508005142,0.000156739811912226,0.00148312940304042,0.000925711640823883,0,0.00123813454395378,0.00110076206604572,0.000872790748418067,0.000275938189845475,0.000897263346792284,0.00107219442458899,0.000471772291240761,0.00035438372669927,0.000162892979312592,0.00173946656358717,0.00167322834645669,0.000367917586460633,0.00138312586445367,0.00149476831091181,0.000893621276906813
"3594",3594,0.000465116279069767,0.000443262411347518,0.000235932523298337,0.000478927203065134,0.00112570356472795,0,0,0.00176133861734919,0.000615655233069481,0,0.000870069605568445,0.000618524818308335,0.000370507595405706,0.000474008532153579,0.00160183066361556,0.00121993726036947,0.000412286126571841,0.000493242576699221,0.000739371534195933,0.000463678516228748,0.00100300902708124,0.000637733432767879
"3595",3595,0.00354274917335853,0.00132684652808492,0.00143626570915619,0.00175746924428822,0.00341426403641882,0.000700116686114352,0.000632111251580278,0,0.000851281178173151,0.000215936082919456,0,0.000766283524904215,0.0012848751835536,0.00095041976873119,0.00152571926765475,0.000980552377839516,0.000587199060481503,0.000900720576461169,0.00111399925733383,0.00248872297402395,0.0029806259314456,0.00130743608631063
"3596",3596,0.00590318772136954,0.0008859357696567,0.00203812492506894,0.000960461021290219,0.00420168067226891,0.00139794967381174,0,0,8.55651578677163e-05,0,0.000564971751412429,0,0,0.000317561130517625,0.00379036372913478,0.00147227220677245,0.000588466065123578,0.00120276636263406,0.000745712155108128,0.00155860349127182,0.00149253731343284,0.00129553138794007
"3597",3597,0.000454029511918275,0.000647528599179797,0.000456100342075257,0,0,0.000691403549204886,0,0,0.000513390947206298,0.0121081081081081,0.000282725473565168,0.000299715270493032,0.000355113636363636,0.000460475825019186,0.000509127936577206,0.00032626427406199,0.000391312854627274,0.000892945728742931,0.00142298114549982,0.000747384155455904,0.0014265335235378,0.00104691147055412
"3598",3598,0.000453514739229025,0.000215936082919456,0.000113908189998861,0.000155134967421657,0,0,0,0.000455580865603645,0.000171101035161263,0.000431313349148156,0,0.000150060024009604,0.00053134962805526,0.000305203723485427,0.000218165951567159,0.000489396411092985,0,0.000198157138610918,0,0.000447894893998208,0,0.000206510333347696
"3599",3599,0.00136270724506019,0.00282916213275299,0.00275418866192334,0.00172386773233036,0.00155098875533152,0.000694766095414544,0,0.00045475216007276,0.00198841531944324,0.00108412836079792,0,0.000301659125188537,0.00089126559714795,0.00122925629993854,0.00204843075572463,0.000986355416735163,0.000980199960792001,0.00199620720630801,0.00320855614973262,0.00105310666466075,0.00191113234591495,0.00138329266596524
"3600",3600,0.000226090888537192,0.000436490615451768,0.000229226361031519,0.000314218381775334,0.000391389432485323,0.000466635557629491,0,0.000466200466200466,8.57853650167281e-05,0,0,0,0,0.00015330369461904,0.000145655815308426,0,0,9.98502246630055e-05,0.000358680057388809,0.000452011450956758,0,0.000182168491003041
"3601",3601,0,0.00087719298245614,0.000342700479780672,0.000631014355576589,0.000793335977786593,0.00117924528301887,0,0,0.000526131182041389,0.00108506944444444,0.000568343279340722,0.00015135462388376,0.000179468772433597,0.00214100015292858,0.000365710942071387,0.000164663263625885,0.000982704402515723,0.00211992731677771,0.000358294518093873,0.000151377535573721,0.000952834683182468,0.000646208056930101
"3602",3602,0.00961318379491875,0.0028959679215861,0.00427597365075696,0.00158428390367554,0.00228571428571429,0.000683215668412662,0.000667556742323097,0.000921658986175115,0.00115555555555556,0.000216731686172518,0,0.000762078951379363,0.000183183733284484,0.000618716163959783,0.00117716303708064,0.000823994726433751,0.000791765637371338,0.00137217648300612,0.00143266475644699,0.00257536736858052,0.00190839694656489,0.00171168333330469
"3603",3603,0.00137899333486555,0.000448329970858552,0.00103698582786035,0.00190264785159347,0.000379794910748196,0.00113301608882846,0.000670241286863271,0.00138121546961326,0.000350969553391243,0.000432525951557093,0.00114351057747284,0.000308024025874018,0.000370164723301869,0,0.000738552437223043,0.000658219516208656,0.000789733464955577,0.000408413314274045,0.00107758620689655,0.0010635065329687,0.0004739336492891,0.000768874509268754
"3604",3604,0.000842223469960696,0.000725513905683192,0.000268961807423346,0.024483417259941,0.00158102766798419,0.000232828870779977,0,0,0.00029171528588098,0.000229305205228159,0,0.000336077970089061,0.000212134068731438,0,0.000405317769130999,0,0.000447727781508843,0.000437015186277723,0.00230149597238205,0.00302885381794994,0.00102616726526424,0.00175475158591504
"3605",3605,0.000934142923867352,0.000227946204695692,0,0.00063441712926249,0.000367242012486228,0.000436490615451768,0.000661813368630046,0,0,0.000212404418011895,0,0.000156445556946183,0.000188146754468485,0.000621021580499922,0.0003813882532418,0.000326797385620915,0.00121334681496461,0.000204185809086269,0.000708215297450425,0.000457317073170732,0,0.000368158152278801
"3606",3606,0.00166270783847981,0.00159707962582706,0.00116890707188778,0.00144323284156511,0.00110782865583456,0.000656598818122127,0.000670241286863271,0,0.000435464204842362,0.000213675213675214,0.000578034682080925,0,0.000568504832291074,0.000620732464307883,0.00170555857043182,0.000992555831265509,0.000408830744071954,0.000614439324116743,0.000715051841258491,0.00107263254673613,0.000968992248062015,0.000819098506748564
"3607",3607,0.00141542816702052,0.00139114305587758,0.00104287369640788,0.000636739891754218,0.00112401648557512,0.00216919739696312,0.0006765899864682,0.000883782589482987,0.000521739130434783,0.00191245218869528,0.000579038795599305,0.0010966630111233,0.00131752305665349,0.00094235903879378,0.00107140123976429,0.00130740317045269,0.00122399020807834,0.00113765642775882,0.00109130592942888,0.000933852140077821,0.000967117988394584,0.00111629874260976
"3608",3608,0.00165798199905258,0,0.000466146136813891,0.0011208967173739,0.00150206533984228,0.000873934891850557,0,0.00133214920071048,0.000696197023757723,0.00149285561953508,0,0,0.00113960113960114,0.00110097514941806,0.00139697322467986,0.0011511264594639,0.00143266475644699,0.000831860247478424,0.000730994152046784,0.00155836060464391,0.000989609104403761,0.000927351988910444
"3609",3609,0.00430416068866571,0.000467617488894085,0.000931966449207828,0.000981033355134075,0.00264550264550265,0.000661084178052005,0.000707714083510262,0.000441111601235112,0.000441306266548985,0.000643776824034335,0.000585308750365818,0.000321957501609788,0.0005824111822947,0.000158553987632789,0.00209026863822869,0.00033003300330033,0,0.000527370530534754,0.0011037527593819,0.00156494522691706,0.00149253731343284,0.000999162498784939
"3610",3610,0,0.000235349493998588,0.000115353558657285,0,0.000378501135503407,0,0,0,0.000353888348226135,0,0.000583941605839416,0.000162443144899285,0,0.000477023374145333,0.000154738878143133,0,0.000206015657189946,0.000420698359276399,0,0.000313038034121146,0.00148957298907646,0.000232884027575073
"3611",3611,0.000239635753654445,0.000707046900777752,0.00242578260367333,0.000656814449917898,0.000379218809252939,0.00133008202172467,0.00142755174875089,0.00308505949757602,0.000530363298859719,0.000431313349148156,0,0.000163238654913484,0.021339656194428,0.000478011472275335,0.00100448153299335,0.000824402308326463,0.00102669404517454,0.00115923701127621,0,0.000782717595491547,0.000498753117206983,0.00183286001740103
"3612",3612,0.00167785234899329,0.00115366866635902,0.000230760355370947,0,0.001906941266209,0.00112359550561798,0.000713266761768902,0.000440334654337296,0.000266429840142096,0.000867302688638335,0.000585651537335285,0.000163185378590078,0,0.00111518241198025,0.000774953502789833,0,0.00020550760378134,0.000210725950900853,0.000734214390602056,0.000474083438685209,0,0.000602078871528656
"3613",3613,0.00120076849183477,0.00023121387283237,0.000115141047783535,0.000660611065235343,0,0,0,0,0.0001776514478593,0.00064963187527068,0.00058633831720903,0.000163773337700622,0,0.000318066157760814,0.000463786040040195,0.00032932652725177,0,0.000632644453816955,0,0,0.000503524672708963,0.00028726082415735
"3614",3614,0.00405727923627685,0.00116279069767442,0.000691403549204886,0.000997838017628472,0.00114285714285714,0.0015702108568865,0.00070871722182849,0.000437636761487965,0.000797730898776813,0.00130067201387383,0.000586854460093897,0.00098135426889107,0.000392695857058708,0.000790763877906057,0.00212080747781007,0.00199866755496336,0.000614250614250614,0.00125852123754588,0.00183553597650514,0.00126883425852498,0.00101471334348047,0.00122524453921551
"3615",3615,0.00378340033104753,0.000699137730132836,0.00114233493260224,0.00147831800262812,0.000761324704986677,0.000674915635545557,0.00351123595505618,0,0.000443498314706404,0.000431499460625674,0.000587544065804935,0.000655307994757536,0.00117393856388182,0.000789141414141414,0.00147355359081743,0.00181368507831822,0.000204457166223676,0.00177917320774464,0.000735294117647059,0.00100384808432324,0.000508905852417303,0.00112621496206707
"3616",3616,0.00117564072419469,0.00116009280742459,0.000227946204695692,0.000493258796448537,0.000755001887504719,0.000899078444594291,0,0.000434593654932638,0.000444760718733321,0.000215982721382289,0.00147145379635079,0.000329055610398157,0.000785083415112856,0.000471846492607738,0.000543436068628212,0.000330414670411366,0.000408580183861083,0.000312989045383412,0.00109729334308705,0.000334001336005344,0.00101010101010101,0.000614314806278942
"3617",3617,0.000933488914819137,0.000923361034164358,0.00115313653136531,0.00049825610363727,0.000383288616328095,0.000898674455178612,0.00069589422407794,0,0.00124599501601994,0,0.000294985250737463,0.000494886176179479,0.00019546520719312,0.000625684342249335,0.00124204316099984,0.000826309700875888,0.00122674299734206,0.000208790061593068,0.00109210047324354,0,0,0.000616147726952593
"3618",3618,0.000928505106778087,0.000460511167395809,0.00219121208626456,0.0014982520392875,0.00114942528735632,0,0,0.00219298245614035,0.000533428165007112,0,0.000591366055588409,0.000166057788110262,0.000392772977219167,0.00156298843388559,0.000776216719708143,0.000497512437810945,0.191933815925543,0.002088772845953,0.00144456482484652,0.00117135207496653,0.000506072874493927,0.0100040861555407
"3619",3619,0.00666666666666667,0.000918906501263496,0.00183696900114811,0.00249667110519308,0.00076103500761035,0,0.000691085003455425,0,0.000177841010136938,0.000216356555603635,0.00029868578255675,0.000167954316425932,0.00019723865877712,0.000156739811912226,0.00202476442644654,0.00199766938571666,0.000826617069642488,0.00135303913405495,0.00108186080057699,0.00318151373074347,0.00252652854977261,0.0013132448817954
"3620",3620,0.000451365380275333,0.021683967704729,0.00147945829065665,0.000499085010813509,0.00189897455374098,0.000674460431654676,0.00068259385665529,0,0.000709849157054126,0.000649913344887348,0,0.000513698630136986,0.000977899471934285,0.000156201187129022,0.000852713178294574,0.000994694960212202,0.00144747725392887,0.00175746924428822,0,0.00315038965345714,0.00101214574898785,0.00188535033613505
"3621",3621,0.000898674455178612,0.000929800092980009,0.000454907312635051,0.000665335994677312,0.000376931775348662,0.000675523530736321,0,0.000869187309865276,0.00168693953653556,0.00152439024390244,0.00088339222614841,0.00017223561832587,0.000584681348664978,0.00125019534302235,0.00109426293575113,0,0.000205888408482602,0.00113695090439276,0.00108225108225108,0.000331235508446505,0,0.000705846839397378
"3622",3622,0.000674612098043625,0.000907852927825692,0.000568181818181818,0.000833472245374229,0.0015054572826496,0.00130548302872063,0,0.00393873085339169,0.00151272468410749,0.00109409190371991,0.00382128159905938,0.000521829883457993,0.000783085356303837,0.000471105527638191,0.00101301332502143,0.00215445807093139,0.000618429189857761,0.00186104218362283,0.00106875667972925,0.00147686248769281,0.000505305709954523,0.0012683703264421
"3623",3623,0.00317100792751982,0.00205432549646199,0.000914494741655235,0,0,0.00129505719835959,0,0,0.000358037952022914,0.000437254044599913,0.000590841949778434,0.000532292405961675,0.00019712201852947,0.000313479623824451,0.00140690948882289,0.00167532249958117,0,0.000938477580813347,0.000358037952022914,0.00214840522227731,0.00253164556962025,0.000901081508183399
"3624",3624,0.000226398007697532,0.000685714285714286,0.00126845018450184,0.000683410216982744,0.000763358778625954,0,0.000687285223367698,0.000449236298292902,0.0052768088721939,0.000657462195923734,0.000587889476778366,0.000358744394618834,0.0019872813990461,0.000156568028808517,0.000311939483740154,0.00033195020746888,0.00082203041512536,0.000527036997997259,0.000360230547550432,0.000333555703802535,0,0.000784540510392239
"3625",3625,0.00090764692534604,0,0.00332409972299169,0.000336077970089061,0.0011454753722795,0,0,0.000436490615451768,0.000178746983644651,0.000218245307725884,0.000293685756240822,0.000179468772433597,0.000196656833824975,0.000467508181393174,0.000310655483069276,0.00033101621979477,0.000204624514016779,0.00031608892635128,0.000357270453733476,0,0.000494071146245059,0.000461801389744372
"3626",3626,0.000225682690137666,0.000458715596330275,0.0014339289653651,0.00167926112510495,0,0.00108154877784988,0.000681663258350375,0.00261210274270788,0.000716011814194934,0.000437732545414752,0.000294377391816309,0.000899604174163368,0.000393004519551975,0.000467362517526094,0.00147458284827319,0.00132538104705103,0.000204792135981978,0.000947268708556994,0.00107181136120043,0.00346763540290621,0,0.000946307982023019
"3627",3627,0.00181735574738755,0.00137741046831956,0.00166002656042497,0.00185122854257826,0.0026525198938992,0.000867490782910432,0.00136612021857923,0.000434971726837756,0.00108833665880646,0.00155451920941594,0.000597550044816253,0.000943752359380898,0.000393545848091303,0.000942063118228921,0.00236574402649633,0.00204533833304926,0.000413736036408771,0.000892757504742774,0.00109090909090909,0.00266755585195065,0.00248262164846077,0.00140502636531878
"3628",3628,0.000904772675865189,0.000228990153423403,0.000441160251461343,0.000167785234899329,0.0015180265654649,0.00151024811218986,0,0.000419815281276238,0.00114305812010903,0,0,0.000900576368876081,0.00136239782016349,0.000158353127474268,0.000550704114546456,0.000993706525339516,0.000207684319833853,0.000428724544480171,0.000361271676300578,0.00100721839852275,0.000494315373208107,0.00060946707921117
"3629",3629,0.000450653447498873,0.00296195033037138,0.00109206071857595,0.00133667502088555,0.000377643504531722,0.000645855758880517,0,0.000834028356964137,0.00209351011863224,0,0.00117267663441806,0.00053715308863026,0.000585823081429408,0.000313627097381214,0.001170138076293,0.000822909809084924,0.00226244343891403,0.00106112054329372,0.000716845878136201,0.000667668168920047,0.000492368291482029,0.000933102445920155
"3630",3630,0.000908677873693776,0.000915122397620682,0.000109051254089422,0.000850629465804695,0.000759589821496392,0.00107968041459728,0.000686341798215511,0.000419639110365086,0.000435540069686411,0.000656742556917688,0.00145475705557172,0,0.00059265112603714,0.000156470035988108,0.000154344806297268,0.000163639338897071,0,0.00032088993475238,0.000727272727272727,0.000332834082210018,0,0.000510660660453018
"3631",3631,0.000681198910081744,0.000233972859148339,0.000873553177549683,0.000178030977390066,0.000386697602474865,0.00108201687946332,0.000686813186813187,0,0.000521150004342917,0.000219731927049,0.000290782204129107,0.000530503978779841,0.000196656833824975,0,7.71604938271605e-05,0,0.000406834825061025,0.000107112253641817,0,0.000334840113845639,0,0.000324145534639176
"3632",3632,0.00317604355716878,0.00234466588511137,0.00469842657342657,0.00107971927298902,0.00116144018583043,0.000869187309865276,0.000684931506849315,0.000418760469011725,0.00104148585315049,0.000439367311072056,0.000873108265424913,0.00123740498497437,0.000789733464955577,0.000946073793755913,0.00139232673267327,0.000979911807937286,0.000814663951120163,0.000749705472849952,0.00477590007347539,0.00268186389540731,0.00151209677419355,0.00155556272101156
"3633",3633,0.00317244504871969,0.000473036896877956,0.00119995636522308,0.00109051254089422,0.00272798129384256,0.00109337415263503,0,0.000838574423480084,0.00034794711203897,0.00534635053463505,0.000291545189504373,0.000177367860943597,0.00158698670898631,0.000474758664345624,0.00123409178557655,0.00130378096479791,0.000818163223563101,0.00150182364299507,0.00147819660014782,0.00117924528301887,0.00151668351870576,0.0013263248481396
"3634",3634,0.00135715901379778,0.000945402978019381,0.000325732899022801,0.000746825989544436,0.00117141741507224,0,0,0.000838574423480084,0.000868432479374729,0.000878927708196001,0,0.0008911067545892,0.000595356221472514,0.000791640278657378,0.000693855523860921,0.000814332247557003,0.000204582651391162,0.00021438525029478,0.00110578695171397,0.000671817265703729,0,0.000624539811988005
"3635",3635,0.00707439525330899,0.00236071765816808,0.000868338217735808,0.00113744075829384,0,0.000219683655536028,0,0,0.00382110290924881,0.0809835325964358,0.00116076610562972,0.00141193081539005,0.000397535281256211,0.000952380952380952,0.000231463621634133,0.000162786911932281,0,0.000640546599765133,0,0.00118203309692671,0.000504540867810293,0.00490996168102156
"3636",3636,0.0136456675005686,0.000474495848161329,0.00162092068294791,0.000752587017873942,0.00356435643564356,0,0.00137646249139711,0.000415627597672485,0.000347493701676657,0.467059089880009,0.000289939112786315,0.000521739130434783,0.00039564787339268,0.00141888696200536,0.00107825015403574,0.00162416761409777,0.000204373594931535,0.000743336519061272,0.00073909830007391,0.00067125356603457,0.00302877334679455,0.0238081984442666
"3637",3637,0.00227117874176698,0.00116849731245618,0.00140768814293449,0.00243536905207943,0.00115740740740741,0.000434877147205914,0.000673400673400673,0.000412881915772089,0.000606270569894336,0.00203297944431895,0.000874890638670166,0.000173040318394186,0.00336500395882819,0.00186974135244624,0.000627647889533971,0.000329380764163373,0.000614628149969269,0.00136525939928586,0.000729660707770887,0.00348374253483743,0.00151438667339727,0.0013118063235492
"3638",3638,0.000226963231956423,0.000235294117647059,0.00369163952225841,0.00320996978851964,0.00115696104897802,0.000434404865334492,0,0.00123915737298637,0.00331703910614525,0.000440237728373322,0.000585651537335285,0.000346440325653906,0,0.000314465408805031,0.000465441005352572,0.000823045267489712,0.000817828664894705,0.00115643397813288,0.00329308452250274,0.00333611342785655,0.000508905852417303,0.00121900365583998
"3639",3639,0.000226860254083485,0.000937866354044549,0.00161690201573785,0.00151000377500944,0,0.00152273221666304,0.00134952766531714,0.00413223140495868,8.6400552963539e-05,0.000652315720808871,0.00145180023228804,0,0.000197941409342835,0.000471772291240761,0.000617856039542787,0.00130271942680345,0.000406917599186165,0.000945080331828205,0.00072992700729927,0.00133244503664224,0.0010136847440446,0.000976427813228807
"3640",3640,0.000930665425779432,0.00116986429574169,0.000860863015172711,0.000558867362146051,0.00268610897927859,0.00176133861734919,0.000686813186813187,0.00122000813338756,0.000346230416342076,0.000434877147205914,0.0017472335468841,0.000349711488022382,0.00100080064051241,0.000479846449136276,0.000773514851485149,0.000978792822185971,0.00203956761166633,0.00158948818480449,0.00145772594752187,0.000514050719671008,0.00099502487562189,0.00107530446270135
"3641",3641,0.00163857677902622,0.000706380974805745,0.0011986487959028,0.000559179869524697,0,0.000881445570736007,0.000684462696783025,0.000408496732026144,0.000956022944550669,0.000871459694989107,0.000291885580852306,0.000526315789473684,0,0.000648718780408693,0.00108619753277989,0.00098570724494825,0.000413223140495868,0.00106849022331446,0.000739918608953015,0.0005231037489102,0.00401002506265664,0.000866583798625591
"3642",3642,0.00186393289841566,0.000707213578500707,0.00108695652173913,0.000185873605947955,0.000782472613458529,0.000441598586884522,0,0,0.000520381613183001,0.000217013888888889,0,0.000526870389884088,0.000608889790947838,0.00096867936712948,0.00196525430390693,0.00180003272786778,0.000619067271976888,0.000534188034188034,0,0.00105429625724829,0.00201106083459025,0.000756846775464665
"3643",3643,0.00256111757857974,0.00188902007083825,0.000434688111280156,0.498413291021094,0.000785545954438335,0.0011037527593819,0,0,0.000693481276005548,0,0.000292911540714704,0.000882768361581921,0.000204457166223676,0.000809978940547546,0.00140121438580103,0.00178949080852448,0.000206654267410622,0.000427944795121429,0.0003725782414307,0.00052844812400916,0.00302877334679455,0.0245631484166561
"3644",3644,0.00255161215495245,0.00212564950401512,0.00303621774018651,0.00112170499158721,0.000783699059561128,0.0013271400132714,0.000681198910081744,0.00122699386503067,0.00261028452101279,0.000435540069686411,0.000588062334607468,0.000705840832892183,0.00122875281589187,0.000810898475510866,0.00147641619395446,0.000487092060399416,0.0758734752946041,0.00353659843532312,0.000744324525493115,0.00282485875706215,0.000510725229826353,0.00498509932309288
"3645",3645,0.00229885057471264,0.000703894885030502,0.0023884485940723,0.00241860465116279,0,0.000658616904500549,0.00134589502018843,0.000407000407000407,0.000955109837631328,0.00656311529205863,0.00029708853238265,0.0012242042672263,0.00141643059490085,0.00081366965012205,0.00132285425258735,0.00048748781280468,0.0004151100041511,0.00128355973900952,0.0003690036900369,0.00158562367864693,0.000505305709954523,0.00130761305229431
"3646",3646,0.00205198358413133,0.000687757909215956,0.00119383546776644,0.00214515552377547,0.000763067531476536,0.0010924186148132,0,0,0.000433764205777739,0.00108956199607758,0.00118448326917382,0.00103860135018176,0.00100341159943809,0.000323519896473633,0.0010158630929124,0.0009765625,0.00020703933747412,0.00148572641409318,0.00254452926208651,0.00156657963446475,0.00302724520686176,0.00113481459029497
